node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.7735,0.0,40.0,6.0,35.0,5.0
2.0,2.8867,5.0,40.0,15.0,26.0,5.0
3.0,-2.8868,5.0,40.0,15.0,26.0,5.0
4.0,-5.7735,0.0,40.0,6.0,35.0,5.0
5.0,-2.8867,-5.0,40.0,15.0,26.0,5.0
6.0,2.8868,-5.0,40.0,15.0,26.0,5.0
7.0,8.6603,5.0,40.0,13.0,28.0,7.0
8.0,0.0,10.0,40.0,4.0,37.0,8.0
9.0,-8.6603,5.0,40.0,13.0,28.0,7.0
10.0,-8.6603,-5.0,40.0,13.0,28.0,7.0
11.0,0.0,-10.0,40.0,4.0,37.0,8.0
12.0,8.6603,-5.0,40.0,13.0,28.0,7.0
13.0,5.3405,0.75,10.0,3.0,8.0,3.0
14.0,3.3198,4.25,10.0,4.0,7.0,3.0
15.0,6.4952,-1.25,10.0,3.0,8.0,3.0
16.0,7.2169,-2.5,20.0,6.0,15.0,5.0
17.0,7.9386,-3.75,10.0,4.0,7.0,3.0
18.0,6.4952,1.25,10.0,3.0,8.0,3.0
19.0,7.2169,2.5,20.0,6.0,15.0,5.0
20.0,7.9386,3.75,10.0,4.0,7.0,3.0
21.0,2.0207,5.0,10.0,4.0,7.0,3.0
22.0,-2.0207,5.0,10.0,4.0,7.0,3.0
23.0,4.3301,5.0,10.0,4.0,7.0,3.0
24.0,5.7735,5.0,20.0,8.0,13.0,5.0
25.0,7.2169,5.0,10.0,4.0,7.0,3.0
26.0,2.1651,6.25,10.0,3.0,8.0,4.0
27.0,1.4434,7.5,20.0,5.0,16.0,5.0
28.0,0.7217,8.75,10.0,2.0,9.0,4.0
29.0,-3.3198,4.25,10.0,4.0,7.0,3.0
30.0,-5.3405,0.75,10.0,3.0,8.0,3.0
31.0,-2.1651,6.25,10.0,3.0,8.0,4.0
32.0,-1.4434,7.5,20.0,5.0,16.0,5.0
33.0,-0.7217,8.75,10.0,2.0,9.0,4.0
34.0,-4.3301,5.0,10.0,4.0,7.0,3.0
35.0,-5.7735,5.0,20.0,8.0,13.0,5.0
36.0,-7.2169,5.0,10.0,4.0,7.0,3.0
37.0,-5.3405,-0.75,10.0,3.0,8.0,3.0
38.0,-3.3198,-4.25,10.0,4.0,7.0,3.0
39.0,-6.4952,1.25,10.0,3.0,8.0,3.0
40.0,-7.2169,2.5,20.0,6.0,15.0,5.0
41.0,-7.9386,3.75,10.0,4.0,7.0,3.0
42.0,-6.4952,-1.25,10.0,3.0,8.0,3.0
43.0,-7.2169,-2.5,20.0,6.0,15.0,5.0
44.0,-7.9386,-3.75,10.0,4.0,7.0,3.0
45.0,-2.0207,-5.0,10.0,4.0,7.0,3.0
46.0,2.0207,-5.0,10.0,4.0,7.0,3.0
47.0,-4.3301,-5.0,10.0,4.0,7.0,3.0
48.0,-5.7735,-5.0,20.0,8.0,13.0,5.0
49.0,-7.2169,-5.0,10.0,4.0,7.0,3.0
50.0,-2.1651,-6.25,10.0,3.0,8.0,4.0
