node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,0.0,10.0,1.0,10.0,3.0
2.0,28.5317,9.2705,30.0,7.0,24.0,10.0
3.0,24.2705,17.6336,30.0,10.0,21.0,9.0
4.0,17.6336,24.2705,10.0,4.0,7.0,3.0
5.0,9.2705,28.5317,10.0,3.0,8.0,3.0
6.0,0.0,30.0,30.0,1.0,30.0,10.0
7.0,-9.2705,28.5317,30.0,7.0,24.0,10.0
8.0,-17.6336,24.2705,10.0,4.0,7.0,3.0
9.0,-24.2705,17.6336,10.0,4.0,7.0,3.0
10.0,-28.5317,9.2705,30.0,7.0,24.0,10.0
11.0,-30.0,0.0,30.0,1.0,30.0,10.0
12.0,-28.5317,-9.2705,10.0,3.0,8.0,3.0
13.0,-24.2705,-17.6336,10.0,4.0,7.0,3.0
14.0,-17.6336,-24.2705,30.0,10.0,21.0,9.0
15.0,-9.2705,-28.5317,30.0,7.0,24.0,10.0
16.0,0.0,-30.0,10.0,1.0,10.0,3.0
17.0,9.2705,-28.5317,10.0,3.0,8.0,3.0
18.0,17.6336,-24.2705,30.0,10.0,21.0,9.0
19.0,24.2705,-17.6336,30.0,10.0,21.0,9.0
20.0,28.5317,-9.2705,10.0,3.0,8.0,3.0
21.0,60.0,0.0,10.0,1.0,10.0,2.0
22.0,57.0634,18.541,30.0,7.0,24.0,9.0
23.0,48.541,35.2671,30.0,9.0,22.0,10.0
24.0,35.2671,48.541,10.0,3.0,8.0,3.0
25.0,18.541,57.0634,10.0,3.0,8.0,3.0
26.0,0.0,60.0,30.0,1.0,30.0,8.0
27.0,-18.541,57.0634,30.0,7.0,24.0,9.0
28.0,-35.2671,48.541,10.0,3.0,8.0,3.0
29.0,-48.541,35.2671,10.0,3.0,8.0,3.0
30.0,-57.0634,18.541,30.0,7.0,24.0,9.0
31.0,-60.0,0.0,30.0,1.0,30.0,8.0
32.0,-57.0634,-18.541,10.0,3.0,8.0,3.0
33.0,-48.541,-35.2671,10.0,3.0,8.0,3.0
34.0,-35.2671,-48.541,30.0,9.0,22.0,10.0
35.0,-18.541,-57.0634,30.0,7.0,24.0,9.0
36.0,0.0,-60.0,10.0,1.0,10.0,2.0
37.0,18.541,-57.0634,10.0,3.0,8.0,3.0
38.0,35.2671,-48.541,30.0,9.0,22.0,10.0
39.0,48.541,-35.2671,30.0,9.0,22.0,10.0
40.0,57.0634,-18.541,10.0,3.0,8.0,3.0
41.0,90.0,0.0,10.0,1.0,10.0,2.0
42.0,85.5951,27.8115,30.0,7.0,24.0,9.0
43.0,72.8115,52.9007,30.0,9.0,22.0,9.0
44.0,52.9007,72.8115,10.0,3.0,8.0,3.0
45.0,27.8115,85.5951,10.0,3.0,8.0,3.0
46.0,0.0,90.0,30.0,1.0,30.0,7.0
47.0,-27.8115,85.5951,30.0,7.0,24.0,9.0
48.0,-52.9007,72.8115,10.0,3.0,8.0,3.0
49.0,-72.8115,52.9007,10.0,3.0,8.0,3.0
50.0,-85.5951,27.8115,30.0,7.0,24.0,9.0
51.0,-90.0,0.0,30.0,1.0,30.0,7.0
52.0,-85.5951,-27.8115,10.0,3.0,8.0,3.0
53.0,-72.8115,-52.9007,10.0,3.0,8.0,3.0
54.0,-52.9007,-72.8115,30.0,9.0,22.0,9.0
55.0,-27.8115,-85.5951,30.0,7.0,24.0,9.0
56.0,0.0,-90.0,10.0,1.0,10.0,2.0
57.0,27.8115,-85.5951,10.0,3.0,8.0,3.0
58.0,52.9007,-72.8115,30.0,9.0,22.0,9.0
59.0,72.8115,-52.9007,30.0,9.0,22.0,9.0
60.0,85.5951,-27.8115,10.0,3.0,8.0,3.0
61.0,120.0,0.0,10.0,1.0,10.0,1.0
62.0,114.1268,37.082,30.0,7.0,24.0,8.0
63.0,97.082,70.5342,30.0,9.0,22.0,9.0
64.0,70.5342,97.082,10.0,3.0,8.0,3.0
65.0,37.082,114.1268,10.0,3.0,8.0,3.0
66.0,0.0,120.0,30.0,1.0,30.0,6.0
67.0,-37.082,114.1268,30.0,7.0,24.0,8.0
68.0,-70.5342,97.082,10.0,3.0,8.0,3.0
69.0,-97.082,70.5342,10.0,3.0,8.0,3.0
70.0,-114.1268,37.082,30.0,7.0,24.0,8.0
71.0,-120.0,0.0,30.0,1.0,30.0,6.0
72.0,-114.1268,-37.0821,10.0,3.0,8.0,3.0
73.0,-97.082,-70.5342,10.0,3.0,8.0,3.0
74.0,-70.5342,-97.082,30.0,9.0,22.0,9.0
75.0,-37.082,-114.1268,30.0,7.0,24.0,8.0
76.0,0.0,-120.0,10.0,1.0,10.0,1.0
77.0,37.0821,-114.1268,10.0,3.0,8.0,3.0
78.0,70.5342,-97.082,30.0,9.0,22.0,9.0
79.0,97.0821,-70.5342,30.0,9.0,22.0,9.0
80.0,114.1268,-37.082,10.0,3.0,8.0,3.0
81.0,150.0,0.0,10.0,1.0,10.0,1.0
82.0,142.6585,46.3526,30.0,7.0,24.0,8.0
83.0,121.3525,88.1678,30.0,9.0,22.0,9.0
84.0,88.1678,121.3526,10.0,3.0,8.0,3.0
85.0,46.3525,142.6585,10.0,3.0,8.0,2.0
86.0,0.0,150.0,30.0,1.0,30.0,5.0
87.0,-46.3526,142.6585,30.0,7.0,24.0,8.0
88.0,-88.1678,121.3525,10.0,3.0,8.0,3.0
89.0,-121.3526,88.1678,10.0,3.0,8.0,3.0
90.0,-142.6585,46.3525,30.0,7.0,24.0,8.0
91.0,-150.0,0.0,30.0,1.0,30.0,5.0
92.0,-142.6585,-46.3526,10.0,3.0,8.0,2.0
93.0,-121.3525,-88.1678,10.0,3.0,8.0,3.0
94.0,-88.1678,-121.3526,30.0,9.0,22.0,9.0
95.0,-46.3525,-142.6585,30.0,7.0,24.0,8.0
96.0,0.0,-150.0,10.0,1.0,10.0,1.0
97.0,46.3526,-142.6585,10.0,3.0,8.0,2.0
98.0,88.1678,-121.3525,30.0,9.0,22.0,9.0
99.0,121.3526,-88.1678,30.0,9.0,22.0,9.0
100.0,142.6585,-46.3525,10.0,3.0,8.0,2.0
101.0,180.0,0.0,10.0,1.0,10.0,1.0
102.0,171.1902,55.6231,30.0,7.0,24.0,8.0
103.0,145.6231,105.8013,30.0,9.0,22.0,8.0
104.0,105.8013,145.6231,10.0,3.0,8.0,3.0
105.0,55.6231,171.1902,10.0,3.0,8.0,2.0
106.0,0.0,180.0,30.0,1.0,30.0,5.0
107.0,-55.6231,171.1902,30.0,7.0,24.0,8.0
108.0,-105.8014,145.623,10.0,3.0,8.0,3.0
109.0,-145.6231,105.8013,10.0,3.0,8.0,3.0
110.0,-171.1902,55.623,30.0,7.0,24.0,8.0
111.0,-180.0,0.0,30.0,1.0,30.0,5.0
112.0,-171.1902,-55.6231,10.0,3.0,8.0,2.0
113.0,-145.623,-105.8014,10.0,3.0,8.0,3.0
114.0,-105.8013,-145.6231,30.0,9.0,22.0,8.0
115.0,-55.623,-171.1902,30.0,7.0,24.0,8.0
116.0,0.0,-180.0,10.0,1.0,10.0,1.0
117.0,55.6231,-171.1902,10.0,3.0,8.0,2.0
118.0,105.8014,-145.623,30.0,9.0,22.0,8.0
119.0,145.6231,-105.8013,30.0,9.0,22.0,8.0
120.0,171.1902,-55.623,10.0,3.0,8.0,2.0
121.0,210.0,0.0,10.0,1.0,10.0,1.0
122.0,199.7219,64.8936,30.0,7.0,24.0,7.0
123.0,169.8936,123.4349,30.0,9.0,22.0,8.0
124.0,123.4349,169.8936,10.0,3.0,8.0,3.0
125.0,64.8936,199.7219,10.0,3.0,8.0,2.0
126.0,0.0,210.0,30.0,1.0,30.0,4.0
127.0,-64.8936,199.7219,30.0,7.0,24.0,7.0
128.0,-123.4349,169.8936,10.0,3.0,8.0,3.0
129.0,-169.8936,123.4349,10.0,3.0,8.0,3.0
130.0,-199.7219,64.8936,30.0,7.0,24.0,7.0
131.0,-210.0,0.0,30.0,1.0,30.0,4.0
132.0,-199.7219,-64.8936,10.0,3.0,8.0,2.0
133.0,-169.8936,-123.4349,10.0,3.0,8.0,3.0
134.0,-123.4349,-169.8936,30.0,9.0,22.0,8.0
135.0,-64.8935,-199.7219,30.0,7.0,24.0,7.0
136.0,0.0,-210.0,10.0,1.0,10.0,1.0
137.0,64.8936,-199.7219,10.0,3.0,8.0,2.0
138.0,123.4349,-169.8936,30.0,9.0,22.0,8.0
139.0,169.8936,-123.4349,30.0,9.0,22.0,8.0
140.0,199.7219,-64.8935,10.0,3.0,8.0,2.0
141.0,240.0,0.0,10.0,1.0,10.0,1.0
142.0,228.2536,74.1641,30.0,7.0,24.0,7.0
143.0,194.1641,141.0685,30.0,9.0,22.0,8.0
144.0,141.0685,194.1641,10.0,3.0,8.0,3.0
145.0,74.1641,228.2536,10.0,3.0,8.0,2.0
146.0,0.0,240.0,30.0,1.0,30.0,4.0
147.0,-74.1641,228.2536,30.0,7.0,24.0,7.0
