node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
0.0,0.0,-17.0,0.0,0.0,0.0,0.0
1.0,-1.0,-16.0,300.0,33.0,268.0,15.0
2.0,1.0,-16.0,300.0,33.0,268.0,15.0
3.0,-2.0,-15.0,180.0,29.0,152.0,14.0
4.0,0.0,-15.0,300.0,19.0,282.0,14.0
5.0,2.0,-15.0,180.0,29.0,152.0,14.0
6.0,-3.0,-14.0,128.0,27.0,102.0,13.0
7.0,-1.0,-14.0,180.0,23.0,158.0,13.0
8.0,1.0,-14.0,180.0,23.0,158.0,13.0
9.0,3.0,-14.0,128.0,27.0,102.0,13.0
10.0,-4.0,-13.0,100.0,25.0,76.0,12.0
11.0,-2.0,-13.0,128.0,23.0,106.0,12.0
12.0,0.0,-13.0,180.0,13.0,168.0,12.0
13.0,2.0,-13.0,128.0,23.0,106.0,12.0
14.0,4.0,-13.0,100.0,25.0,76.0,12.0
15.0,-5.0,-12.0,81.0,23.0,59.0,11.0
16.0,-3.0,-12.0,100.0,23.0,78.0,11.0
17.0,-1.0,-12.0,128.0,18.0,111.0,11.0
18.0,1.0,-12.0,128.0,18.0,111.0,11.0
19.0,3.0,-12.0,100.0,23.0,78.0,11.0
20.0,5.0,-12.0,81.0,23.0,59.0,11.0
21.0,-6.0,-11.0,69.0,21.0,49.0,10.0
22.0,-4.0,-11.0,81.0,22.0,60.0,10.0
23.0,-2.0,-11.0,100.0,21.0,80.0,10.0
24.0,0.0,-11.0,128.0,11.0,118.0,10.0
25.0,2.0,-11.0,100.0,21.0,80.0,10.0
26.0,4.0,-11.0,81.0,22.0,60.0,10.0
27.0,6.0,-11.0,69.0,21.0,49.0,10.0
28.0,-7.0,-10.0,60.0,20.0,41.0,9.0
29.0,-5.0,-10.0,69.0,21.0,49.0,9.0
30.0,-3.0,-10.0,81.0,21.0,61.0,9.0
31.0,-1.0,-10.0,100.0,17.0,84.0,9.0
32.0,1.0,-10.0,100.0,17.0,84.0,9.0
33.0,3.0,-10.0,81.0,21.0,61.0,9.0
