node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,0.0,10.0,1.0,10.0,3.0
2.0,29.5442,5.2094,30.0,5.0,26.0,10.0
3.0,28.1908,10.2606,30.0,8.0,23.0,9.0
4.0,25.9808,15.0,10.0,3.0,8.0,4.0
5.0,22.9813,19.2836,10.0,4.0,7.0,3.0
6.0,19.2836,22.9813,30.0,10.0,21.0,9.0
7.0,15.0,25.9808,30.0,9.0,22.0,10.0
8.0,10.2606,28.1908,10.0,3.0,8.0,3.0
9.0,5.2094,29.5442,10.0,2.0,9.0,3.0
10.0,0.0,30.0,30.0,1.0,30.0,10.0
11.0,-5.2094,29.5442,30.0,5.0,26.0,10.0
12.0,-10.2606,28.1908,10.0,3.0,8.0,3.0
13.0,-15.0,25.9808,10.0,3.0,8.0,4.0
14.0,-19.2836,22.9813,30.0,10.0,21.0,9.0
15.0,-22.9813,19.2836,30.0,10.0,21.0,9.0
16.0,-25.9808,15.0,10.0,3.0,8.0,4.0
17.0,-28.1908,10.2606,10.0,3.0,8.0,3.0
18.0,-29.5442,5.2094,30.0,5.0,26.0,10.0
19.0,-30.0,0.0,30.0,1.0,30.0,10.0
20.0,-29.5442,-5.2094,10.0,2.0,9.0,3.0
21.0,-28.1908,-10.2606,10.0,3.0,8.0,3.0
22.0,-25.9808,-15.0,30.0,9.0,22.0,10.0
23.0,-22.9813,-19.2836,30.0,10.0,21.0,9.0
24.0,-19.2836,-22.9813,10.0,4.0,7.0,3.0
25.0,-15.0,-25.9808,10.0,3.0,8.0,4.0
26.0,-10.2606,-28.1908,30.0,8.0,23.0,9.0
27.0,-5.2094,-29.5442,30.0,5.0,26.0,10.0
28.0,0.0,-30.0,10.0,1.0,10.0,3.0
29.0,5.2094,-29.5442,10.0,2.0,9.0,3.0
30.0,10.2606,-28.1908,30.0,8.0,23.0,9.0
31.0,15.0,-25.9808,30.0,9.0,22.0,10.0
32.0,19.2836,-22.9813,10.0,4.0,7.0,3.0
33.0,22.9813,-19.2836,10.0,4.0,7.0,3.0
34.0,25.9808,-15.0,30.0,9.0,22.0,10.0
35.0,28.1908,-10.2606,30.0,8.0,23.0,9.0
36.0,29.5442,-5.2094,10.0,2.0,9.0,3.0
37.0,60.0,0.0,10.0,1.0,10.0,2.0
38.0,59.0885,10.4189,30.0,5.0,26.0,9.0
39.0,56.3816,20.5212,30.0,7.0,24.0,10.0
40.0,51.9615,30.0,10.0,3.0,8.0,3.0
41.0,45.9627,38.5673,10.0,3.0,8.0,3.0
42.0,38.5673,45.9627,30.0,9.0,22.0,10.0
43.0,30.0,51.9615,30.0,9.0,22.0,9.0
44.0,20.5212,56.3816,10.0,3.0,8.0,3.0
45.0,10.4189,59.0885,10.0,2.0,9.0,3.0
46.0,0.0,60.0,30.0,1.0,30.0,8.0
47.0,-10.4189,59.0885,30.0,5.0,26.0,9.0
48.0,-20.5212,56.3816,10.0,3.0,8.0,3.0
49.0,-30.0,51.9615,10.0,3.0,8.0,3.0
50.0,-38.5673,45.9627,30.0,9.0,22.0,10.0
51.0,-45.9627,38.5673,30.0,9.0,22.0,10.0
52.0,-51.9615,30.0,10.0,3.0,8.0,3.0
53.0,-56.3816,20.5212,10.0,3.0,8.0,3.0
54.0,-59.0885,10.4189,30.0,5.0,26.0,9.0
55.0,-60.0,0.0,30.0,1.0,30.0,8.0
56.0,-59.0885,-10.4189,10.0,2.0,9.0,3.0
57.0,-56.3816,-20.5212,10.0,3.0,8.0,3.0
58.0,-51.9615,-30.0,30.0,9.0,22.0,9.0
59.0,-45.9627,-38.5673,30.0,9.0,22.0,10.0
60.0,-38.5673,-45.9627,10.0,3.0,8.0,3.0
61.0,-30.0,-51.9615,10.0,3.0,8.0,3.0
62.0,-20.5212,-56.3816,30.0,7.0,24.0,10.0
63.0,-10.4189,-59.0885,30.0,5.0,26.0,9.0
64.0,0.0,-60.0,10.0,1.0,10.0,2.0
65.0,10.4189,-59.0885,10.0,2.0,9.0,3.0
66.0,20.5212,-56.3816,30.0,7.0,24.0,10.0
67.0,30.0,-51.9615,30.0,9.0,22.0,9.0
68.0,38.5673,-45.9627,10.0,3.0,8.0,3.0
69.0,45.9627,-38.5672,10.0,3.0,8.0,3.0
70.0,51.9615,-30.0,30.0,9.0,22.0,9.0
71.0,56.3816,-20.5212,30.0,7.0,24.0,10.0
72.0,59.0885,-10.4189,10.0,2.0,9.0,3.0
73.0,90.0,0.0,10.0,1.0,10.0,2.0
74.0,88.6327,15.6283,30.0,5.0,26.0,8.0
75.0,84.5723,30.7818,30.0,7.0,24.0,9.0
76.0,77.9423,45.0,10.0,3.0,8.0,3.0
77.0,68.944,57.8509,10.0,3.0,8.0,3.0
78.0,57.8509,68.944,30.0,9.0,22.0,9.0
79.0,45.0,77.9423,30.0,9.0,22.0,9.0
80.0,30.7818,84.5723,10.0,3.0,8.0,3.0
81.0,15.6283,88.6327,10.0,2.0,9.0,2.0
82.0,0.0,90.0,30.0,1.0,30.0,7.0
83.0,-15.6283,88.6327,30.0,5.0,26.0,8.0
84.0,-30.7818,84.5723,10.0,3.0,8.0,3.0
85.0,-45.0,77.9423,10.0,3.0,8.0,3.0
86.0,-57.8509,68.944,30.0,9.0,22.0,9.0
87.0,-68.944,57.8509,30.0,9.0,22.0,9.0
88.0,-77.9423,45.0,10.0,3.0,8.0,3.0
89.0,-84.5723,30.7818,10.0,3.0,8.0,3.0
90.0,-88.6327,15.6283,30.0,5.0,26.0,8.0
91.0,-90.0,0.0,30.0,1.0,30.0,7.0
92.0,-88.6327,-15.6283,10.0,2.0,9.0,2.0
93.0,-84.5723,-30.7818,10.0,3.0,8.0,3.0
94.0,-77.9423,-45.0,30.0,9.0,22.0,9.0
95.0,-68.944,-57.8509,30.0,9.0,22.0,9.0
96.0,-57.8509,-68.944,10.0,3.0,8.0,3.0
97.0,-45.0,-77.9423,10.0,3.0,8.0,3.0
98.0,-30.7818,-84.5723,30.0,7.0,24.0,9.0
99.0,-15.6283,-88.6327,30.0,5.0,26.0,8.0
100.0,0.0,-90.0,10.0,1.0,10.0,2.0
101.0,15.6283,-88.6327,10.0,2.0,9.0,2.0
102.0,30.7818,-84.5723,30.0,7.0,24.0,9.0
103.0,45.0,-77.9423,30.0,9.0,22.0,9.0
104.0,57.8509,-68.944,10.0,3.0,8.0,3.0
105.0,68.944,-57.8509,10.0,3.0,8.0,3.0
106.0,77.9423,-45.0,30.0,9.0,22.0,9.0
107.0,84.5723,-30.7818,30.0,7.0,24.0,9.0
108.0,88.6327,-15.6283,10.0,2.0,9.0,2.0
109.0,120.0,0.0,10.0,1.0,10.0,1.0
110.0,118.1769,20.8378,30.0,5.0,26.0,8.0
111.0,112.7631,41.0424,30.0,7.0,24.0,8.0
112.0,103.923,60.0,10.0,3.0,8.0,3.0
113.0,91.9253,77.1345,10.0,3.0,8.0,3.0
114.0,77.1345,91.9253,30.0,9.0,22.0,9.0
115.0,60.0,103.923,30.0,9.0,22.0,9.0
116.0,41.0424,112.7631,10.0,3.0,8.0,3.0
117.0,20.8378,118.1769,10.0,2.0,9.0,2.0
118.0,0.0,120.0,30.0,1.0,30.0,6.0
119.0,-20.8378,118.1769,30.0,5.0,26.0,8.0
120.0,-41.0424,112.7631,10.0,3.0,8.0,3.0
121.0,-60.0,103.923,10.0,3.0,8.0,3.0
122.0,-77.1345,91.9253,30.0,9.0,22.0,9.0
123.0,-91.9253,77.1345,30.0,9.0,22.0,9.0
124.0,-103.923,60.0,10.0,3.0,8.0,3.0
125.0,-112.7631,41.0424,10.0,3.0,8.0,3.0
126.0,-118.1769,20.8378,30.0,5.0,26.0,8.0
127.0,-120.0,0.0,30.0,1.0,30.0,6.0
128.0,-118.1769,-20.8378,10.0,2.0,9.0,2.0
129.0,-112.7631,-41.0424,10.0,3.0,8.0,3.0
130.0,-103.923,-60.0,30.0,9.0,22.0,9.0
131.0,-91.9253,-77.1345,30.0,9.0,22.0,9.0
132.0,-77.1345,-91.9253,10.0,3.0,8.0,3.0
133.0,-60.0,-103.9231,10.0,3.0,8.0,3.0
134.0,-41.0424,-112.7631,30.0,7.0,24.0,8.0
135.0,-20.8378,-118.1769,30.0,5.0,26.0,8.0
136.0,0.0,-120.0,10.0,1.0,10.0,1.0
137.0,20.8378,-118.1769,10.0,2.0,9.0,2.0
138.0,41.0424,-112.7631,30.0,7.0,24.0,8.0
139.0,60.0,-103.923,30.0,9.0,22.0,9.0
140.0,77.1345,-91.9253,10.0,3.0,8.0,3.0
141.0,91.9253,-77.1345,10.0,3.0,8.0,3.0
142.0,103.9231,-60.0,30.0,9.0,22.0,9.0
143.0,112.7631,-41.0424,30.0,7.0,24.0,8.0
144.0,118.1769,-20.8378,10.0,2.0,9.0,2.0
145.0,150.0,0.0,10.0,1.0,10.0,1.0
146.0,147.7212,26.0472,30.0,5.0,26.0,7.0
