node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,0.0,10.0,1.0,10.0,3.0
2.0,29.2478,6.6756,30.0,6.0,25.0,10.0
3.0,27.0291,13.0165,30.0,9.0,22.0,9.0
4.0,23.4549,18.7047,10.0,4.0,7.0,3.0
5.0,18.7047,23.4549,10.0,4.0,7.0,3.0
6.0,13.0165,27.0291,30.0,9.0,22.0,9.0
7.0,6.6756,29.2478,30.0,6.0,25.0,10.0
8.0,0.0,30.0,10.0,1.0,10.0,3.0
9.0,-6.6756,29.2478,10.0,2.0,9.0,3.0
10.0,-13.0165,27.0291,30.0,9.0,22.0,9.0
11.0,-18.7047,23.4549,30.0,10.0,21.0,9.0
12.0,-23.4549,18.7047,10.0,4.0,7.0,3.0
13.0,-27.0291,13.0165,10.0,3.0,8.0,4.0
14.0,-29.2478,6.6756,30.0,6.0,25.0,10.0
15.0,-30.0,0.0,30.0,1.0,30.0,10.0
16.0,-29.2478,-6.6756,10.0,2.0,9.0,3.0
17.0,-27.0291,-13.0165,10.0,3.0,8.0,4.0
18.0,-23.4549,-18.7047,30.0,10.0,21.0,9.0
19.0,-18.7047,-23.4549,30.0,10.0,21.0,9.0
20.0,-13.0165,-27.0291,10.0,3.0,8.0,4.0
21.0,-6.6756,-29.2478,10.0,2.0,9.0,3.0
22.0,0.0,-30.0,30.0,1.0,30.0,10.0
23.0,6.6756,-29.2478,30.0,6.0,25.0,10.0
24.0,13.0165,-27.0291,10.0,3.0,8.0,4.0
25.0,18.7047,-23.4549,10.0,4.0,7.0,3.0
26.0,23.4549,-18.7047,30.0,10.0,21.0,9.0
27.0,27.0291,-13.0165,30.0,9.0,22.0,9.0
28.0,29.2478,-6.6756,10.0,2.0,9.0,3.0
29.0,60.0,0.0,10.0,1.0,10.0,2.0
30.0,58.4957,13.3513,30.0,6.0,25.0,9.0
31.0,54.0581,26.033,30.0,8.0,23.0,10.0
32.0,46.9099,37.4094,10.0,3.0,8.0,3.0
33.0,37.4094,46.9099,10.0,3.0,8.0,3.0
34.0,26.033,54.0581,30.0,8.0,23.0,10.0
35.0,13.3513,58.4957,30.0,6.0,25.0,9.0
36.0,0.0,60.0,10.0,1.0,10.0,2.0
37.0,-13.3513,58.4957,10.0,2.0,9.0,3.0
38.0,-26.033,54.0581,30.0,8.0,23.0,10.0
39.0,-37.4094,46.9099,30.0,9.0,22.0,10.0
40.0,-46.9099,37.4094,10.0,3.0,8.0,3.0
41.0,-54.0581,26.033,10.0,3.0,8.0,3.0
42.0,-58.4957,13.3513,30.0,6.0,25.0,9.0
43.0,-60.0,0.0,30.0,1.0,30.0,8.0
44.0,-58.4957,-13.3513,10.0,2.0,9.0,3.0
45.0,-54.0581,-26.033,10.0,3.0,8.0,3.0
46.0,-46.9099,-37.4094,30.0,9.0,22.0,10.0
47.0,-37.4094,-46.9099,30.0,9.0,22.0,10.0
48.0,-26.033,-54.0581,10.0,3.0,8.0,3.0
49.0,-13.3512,-58.4957,10.0,2.0,9.0,3.0
50.0,0.0,-60.0,30.0,1.0,30.0,8.0
51.0,13.3513,-58.4957,30.0,6.0,25.0,9.0
52.0,26.033,-54.0581,10.0,3.0,8.0,3.0
53.0,37.4094,-46.9099,10.0,3.0,8.0,3.0
54.0,46.9099,-37.4094,30.0,9.0,22.0,10.0
55.0,54.0581,-26.033,30.0,8.0,23.0,10.0
56.0,58.4957,-13.3512,10.0,2.0,9.0,3.0
57.0,90.0,0.0,10.0,1.0,10.0,2.0
58.0,87.7435,20.0269,30.0,6.0,25.0,8.0
59.0,81.0872,39.0495,30.0,8.0,23.0,9.0
60.0,70.3648,56.1141,10.0,3.0,8.0,3.0
61.0,56.1141,70.3648,10.0,3.0,8.0,3.0
62.0,39.0495,81.0872,30.0,8.0,23.0,9.0
63.0,20.0269,87.7435,30.0,6.0,25.0,8.0
64.0,0.0,90.0,10.0,1.0,10.0,2.0
65.0,-20.0269,87.7435,10.0,2.0,9.0,3.0
66.0,-39.0495,81.0872,30.0,8.0,23.0,9.0
67.0,-56.1141,70.3648,30.0,9.0,22.0,9.0
68.0,-70.3648,56.1141,10.0,3.0,8.0,3.0
69.0,-81.0872,39.0495,10.0,3.0,8.0,3.0
70.0,-87.7435,20.0269,30.0,6.0,25.0,8.0
71.0,-90.0,0.0,30.0,1.0,30.0,7.0
72.0,-87.7435,-20.0269,10.0,2.0,9.0,3.0
73.0,-81.0872,-39.0495,10.0,3.0,8.0,3.0
74.0,-70.3648,-56.1141,30.0,9.0,22.0,9.0
75.0,-56.1141,-70.3648,30.0,9.0,22.0,9.0
76.0,-39.0495,-81.0872,10.0,3.0,8.0,3.0
77.0,-20.0269,-87.7435,10.0,2.0,9.0,3.0
78.0,0.0,-90.0,30.0,1.0,30.0,7.0
79.0,20.0269,-87.7435,30.0,6.0,25.0,8.0
80.0,39.0495,-81.0872,10.0,3.0,8.0,3.0
81.0,56.1141,-70.3648,10.0,3.0,8.0,3.0
82.0,70.3648,-56.1141,30.0,9.0,22.0,9.0
83.0,81.0872,-39.0495,30.0,8.0,23.0,9.0
84.0,87.7435,-20.0269,10.0,2.0,9.0,3.0
85.0,120.0,0.0,10.0,1.0,10.0,1.0
86.0,116.9913,26.7025,30.0,6.0,25.0,8.0
87.0,108.1163,52.0661,30.0,8.0,23.0,9.0
88.0,93.8198,74.8188,10.0,3.0,8.0,3.0
89.0,74.8188,93.8198,10.0,3.0,8.0,3.0
90.0,52.066,108.1163,30.0,8.0,23.0,9.0
91.0,26.7025,116.9913,30.0,6.0,25.0,8.0
92.0,0.0,120.0,10.0,1.0,10.0,1.0
93.0,-26.7025,116.9913,10.0,2.0,9.0,2.0
94.0,-52.0661,108.1163,30.0,8.0,23.0,9.0
95.0,-74.8188,93.8198,30.0,9.0,22.0,9.0
96.0,-93.8198,74.8188,10.0,3.0,8.0,3.0
97.0,-108.1163,52.066,10.0,3.0,8.0,3.0
98.0,-116.9913,26.7025,30.0,6.0,25.0,8.0
99.0,-120.0,0.0,30.0,1.0,30.0,6.0
100.0,-116.9913,-26.7025,10.0,2.0,9.0,2.0
101.0,-108.1163,-52.0661,10.0,3.0,8.0,3.0
102.0,-93.8198,-74.8188,30.0,9.0,22.0,9.0
103.0,-74.8188,-93.8198,30.0,9.0,22.0,9.0
104.0,-52.066,-108.1163,10.0,3.0,8.0,3.0
105.0,-26.7025,-116.9914,10.0,2.0,9.0,2.0
106.0,0.0,-120.0,30.0,1.0,30.0,6.0
107.0,26.7025,-116.9913,30.0,6.0,25.0,8.0
108.0,52.0661,-108.1163,10.0,3.0,8.0,3.0
109.0,74.8188,-93.8198,10.0,3.0,8.0,3.0
110.0,93.8198,-74.8188,30.0,9.0,22.0,9.0
111.0,108.1163,-52.066,30.0,8.0,23.0,9.0
112.0,116.9914,-26.7025,10.0,2.0,9.0,2.0
113.0,150.0,0.0,10.0,1.0,10.0,1.0
114.0,146.2392,33.3781,30.0,6.0,25.0,7.0
115.0,135.1453,65.0826,30.0,8.0,23.0,8.0
116.0,117.2747,93.5235,10.0,3.0,8.0,3.0
117.0,93.5235,117.2747,10.0,3.0,8.0,3.0
118.0,65.0826,135.1453,30.0,8.0,23.0,8.0
119.0,33.3781,146.2392,30.0,6.0,25.0,7.0
120.0,0.0,150.0,10.0,1.0,10.0,1.0
121.0,-33.3781,146.2392,10.0,2.0,9.0,2.0
122.0,-65.0826,135.1453,30.0,8.0,23.0,8.0
123.0,-93.5235,117.2747,30.0,9.0,22.0,9.0
124.0,-117.2747,93.5235,10.0,3.0,8.0,3.0
125.0,-135.1453,65.0826,10.0,3.0,8.0,3.0
126.0,-146.2392,33.3781,30.0,6.0,25.0,7.0
127.0,-150.0,0.0,30.0,1.0,30.0,5.0
128.0,-146.2392,-33.3782,10.0,2.0,9.0,2.0
129.0,-135.1453,-65.0826,10.0,3.0,8.0,3.0
130.0,-117.2747,-93.5235,30.0,9.0,22.0,9.0
131.0,-93.5235,-117.2747,30.0,9.0,22.0,9.0
132.0,-65.0825,-135.1453,10.0,3.0,8.0,3.0
133.0,-33.3781,-146.2392,10.0,2.0,9.0,2.0
134.0,0.0,-150.0,30.0,1.0,30.0,5.0
135.0,33.3782,-146.2392,30.0,6.0,25.0,7.0
136.0,65.0826,-135.1453,10.0,3.0,8.0,3.0
137.0,93.5235,-117.2747,10.0,3.0,8.0,3.0
138.0,117.2747,-93.5235,30.0,9.0,22.0,9.0
139.0,135.1453,-65.0825,30.0,8.0,23.0,8.0
140.0,146.2392,-33.3781,10.0,2.0,9.0,2.0
141.0,180.0,0.0,10.0,1.0,10.0,1.0
142.0,175.487,40.0538,30.0,6.0,25.0,7.0
143.0,162.1744,78.0991,30.0,8.0,23.0,8.0
144.0,140.7297,112.2282,10.0,3.0,8.0,3.0
145.0,112.2282,140.7297,10.0,3.0,8.0,3.0
146.0,78.0991,162.1744,30.0,8.0,23.0,8.0
