node,x,y,demand_mean,demand_desv,supply_mean,supply_desv
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,0.0,10.0,1.0,10.0,3.0
2.0,29.6946,4.2694,30.0,5.0,26.0,10.0
3.0,28.7848,8.452,30.0,7.0,24.0,10.0
4.0,27.289,12.4625,10.0,3.0,8.0,4.0
5.0,25.2376,16.2192,10.0,3.0,8.0,4.0
6.0,22.6725,19.6458,30.0,10.0,21.0,9.0
7.0,19.6458,22.6725,30.0,10.0,21.0,9.0
8.0,16.2192,25.2376,10.0,3.0,8.0,4.0
9.0,12.4624,27.289,10.0,3.0,8.0,4.0
10.0,8.452,28.7848,30.0,7.0,24.0,10.0
11.0,4.2694,29.6946,30.0,5.0,26.0,10.0
12.0,0.0,30.0,10.0,1.0,10.0,3.0
13.0,-4.2694,29.6946,10.0,2.0,9.0,3.0
14.0,-8.452,28.7848,30.0,7.0,24.0,10.0
15.0,-12.4625,27.289,30.0,8.0,23.0,10.0
16.0,-16.2192,25.2376,10.0,3.0,8.0,4.0
17.0,-19.6458,22.6725,10.0,4.0,7.0,3.0
18.0,-22.6725,19.6458,30.0,10.0,21.0,9.0
19.0,-25.2376,16.2192,30.0,9.0,22.0,10.0
20.0,-27.289,12.4624,10.0,3.0,8.0,4.0
21.0,-28.7848,8.452,10.0,3.0,8.0,3.0
22.0,-29.6946,4.2694,30.0,5.0,26.0,10.0
23.0,-30.0,0.0,30.0,1.0,30.0,10.0
24.0,-29.6946,-4.2694,10.0,2.0,9.0,3.0
25.0,-28.7848,-8.452,10.0,3.0,8.0,3.0
26.0,-27.289,-12.4625,30.0,8.0,23.0,10.0
27.0,-25.2376,-16.2192,30.0,9.0,22.0,10.0
28.0,-22.6725,-19.6458,10.0,4.0,7.0,3.0
29.0,-19.6458,-22.6725,10.0,4.0,7.0,3.0
30.0,-16.2192,-25.2376,30.0,9.0,22.0,10.0
31.0,-12.4624,-27.289,30.0,8.0,23.0,10.0
32.0,-8.452,-28.7848,10.0,3.0,8.0,3.0
33.0,-4.2694,-29.6946,10.0,2.0,9.0,3.0
34.0,0.0,-30.0,30.0,1.0,30.0,10.0
35.0,4.2694,-29.6946,30.0,5.0,26.0,10.0
36.0,8.452,-28.7848,10.0,3.0,8.0,3.0
37.0,12.4625,-27.289,10.0,3.0,8.0,4.0
38.0,16.2192,-25.2376,30.0,9.0,22.0,10.0
39.0,19.6458,-22.6725,30.0,10.0,21.0,9.0
40.0,22.6725,-19.6458,10.0,4.0,7.0,3.0
41.0,25.2376,-16.2192,10.0,3.0,8.0,4.0
42.0,27.289,-12.4624,30.0,8.0,23.0,10.0
43.0,28.7848,-8.452,30.0,7.0,24.0,10.0
44.0,29.6946,-4.2694,10.0,2.0,9.0,3.0
45.0,60.0,0.0,10.0,1.0,10.0,2.0
46.0,59.3893,8.5389,30.0,4.0,27.0,9.0
47.0,57.5696,16.904,30.0,7.0,24.0,9.0
48.0,54.5779,24.9249,10.0,3.0,8.0,3.0
49.0,50.4752,32.4384,10.0,3.0,8.0,3.0
50.0,45.345,39.2916,30.0,9.0,22.0,10.0
51.0,39.2916,45.345,30.0,9.0,22.0,10.0
52.0,32.4384,50.4752,10.0,3.0,8.0,3.0
53.0,24.9249,54.5779,10.0,3.0,8.0,3.0
54.0,16.904,57.5696,30.0,7.0,24.0,9.0
55.0,8.5389,59.3893,30.0,4.0,27.0,9.0
56.0,0.0,60.0,10.0,1.0,10.0,2.0
57.0,-8.5389,59.3893,10.0,2.0,9.0,3.0
58.0,-16.904,57.5696,30.0,7.0,24.0,9.0
59.0,-24.9249,54.5779,30.0,8.0,23.0,10.0
60.0,-32.4385,50.4752,10.0,3.0,8.0,3.0
61.0,-39.2916,45.345,10.0,3.0,8.0,3.0
62.0,-45.345,39.2916,30.0,9.0,22.0,10.0
63.0,-50.4752,32.4384,30.0,9.0,22.0,10.0
64.0,-54.5779,24.9249,10.0,3.0,8.0,3.0
65.0,-57.5696,16.9039,10.0,3.0,8.0,3.0
66.0,-59.3893,8.5389,30.0,4.0,27.0,9.0
67.0,-60.0,0.0,30.0,1.0,30.0,8.0
68.0,-59.3893,-8.5389,10.0,2.0,9.0,3.0
69.0,-57.5696,-16.904,10.0,3.0,8.0,3.0
70.0,-54.5779,-24.9249,30.0,8.0,23.0,10.0
71.0,-50.4752,-32.4385,30.0,9.0,22.0,10.0
72.0,-45.345,-39.2916,10.0,3.0,8.0,3.0
73.0,-39.2916,-45.345,10.0,3.0,8.0,3.0
74.0,-32.4384,-50.4752,30.0,9.0,22.0,10.0
75.0,-24.9249,-54.5779,30.0,8.0,23.0,10.0
76.0,-16.9039,-57.5696,10.0,3.0,8.0,3.0
77.0,-8.5389,-59.3893,10.0,2.0,9.0,3.0
78.0,0.0,-60.0,30.0,1.0,30.0,8.0
79.0,8.5389,-59.3893,30.0,4.0,27.0,9.0
80.0,16.904,-57.5696,10.0,3.0,8.0,3.0
81.0,24.9249,-54.5779,10.0,3.0,8.0,3.0
82.0,32.4385,-50.4752,30.0,9.0,22.0,10.0
83.0,39.2917,-45.345,30.0,9.0,22.0,10.0
84.0,45.345,-39.2916,10.0,3.0,8.0,3.0
85.0,50.4752,-32.4384,10.0,3.0,8.0,3.0
86.0,54.5779,-24.9249,30.0,8.0,23.0,10.0
87.0,57.5696,-16.9039,30.0,7.0,24.0,9.0
88.0,59.3893,-8.5389,10.0,2.0,9.0,3.0
89.0,90.0,0.0,10.0,1.0,10.0,2.0
90.0,89.0839,12.8083,30.0,4.0,27.0,8.0
91.0,86.3544,25.3559,30.0,7.0,24.0,9.0
92.0,81.8669,37.3874,10.0,3.0,8.0,3.0
93.0,75.7128,48.6577,10.0,3.0,8.0,3.0
94.0,68.0175,58.9375,30.0,9.0,22.0,9.0
95.0,58.9375,68.0175,30.0,9.0,22.0,9.0
96.0,48.6577,75.7128,10.0,3.0,8.0,3.0
97.0,37.3873,81.8669,10.0,3.0,8.0,3.0
98.0,25.3559,86.3544,30.0,7.0,24.0,9.0
99.0,12.8083,89.0839,30.0,4.0,27.0,8.0
100.0,0.0,90.0,10.0,1.0,10.0,2.0
101.0,-12.8083,89.0839,10.0,2.0,9.0,2.0
102.0,-25.3559,86.3544,30.0,7.0,24.0,9.0
103.0,-37.3874,81.8669,30.0,8.0,23.0,9.0
104.0,-48.6577,75.7128,10.0,3.0,8.0,3.0
105.0,-58.9375,68.0175,10.0,3.0,8.0,3.0
106.0,-68.0175,58.9375,30.0,9.0,22.0,9.0
107.0,-75.7128,48.6577,30.0,9.0,22.0,9.0
108.0,-81.8669,37.3873,10.0,3.0,8.0,3.0
109.0,-86.3544,25.3559,10.0,3.0,8.0,3.0
110.0,-89.0839,12.8083,30.0,4.0,27.0,8.0
111.0,-90.0,0.0,30.0,1.0,30.0,7.0
112.0,-89.0839,-12.8083,10.0,2.0,9.0,2.0
113.0,-86.3544,-25.3559,10.0,3.0,8.0,3.0
114.0,-81.8669,-37.3874,30.0,8.0,23.0,9.0
115.0,-75.7128,-48.6577,30.0,9.0,22.0,9.0
116.0,-68.0175,-58.9375,10.0,3.0,8.0,3.0
117.0,-58.9375,-68.0175,10.0,3.0,8.0,3.0
118.0,-48.6577,-75.7128,30.0,9.0,22.0,9.0
119.0,-37.3873,-81.8669,30.0,8.0,23.0,9.0
120.0,-25.3559,-86.3544,10.0,3.0,8.0,3.0
121.0,-12.8083,-89.0839,10.0,2.0,9.0,2.0
122.0,0.0,-90.0,30.0,1.0,30.0,7.0
123.0,12.8083,-89.0839,30.0,4.0,27.0,8.0
124.0,25.3559,-86.3544,10.0,3.0,8.0,3.0
125.0,37.3874,-81.8669,10.0,3.0,8.0,3.0
126.0,48.6577,-75.7128,30.0,9.0,22.0,9.0
127.0,58.9375,-68.0175,30.0,9.0,22.0,9.0
128.0,68.0175,-58.9375,10.0,3.0,8.0,3.0
129.0,75.7128,-48.6577,10.0,3.0,8.0,3.0
130.0,81.8669,-37.3873,30.0,8.0,23.0,9.0
131.0,86.3544,-25.3559,30.0,7.0,24.0,9.0
132.0,89.0839,-12.8083,10.0,2.0,9.0,2.0
133.0,120.0,0.0,10.0,1.0,10.0,1.0
134.0,118.7786,17.0778,30.0,4.0,27.0,7.0
135.0,115.1392,33.8079,30.0,6.0,25.0,8.0
136.0,109.1558,49.8498,10.0,3.0,8.0,3.0
137.0,100.9504,64.8769,10.0,3.0,8.0,3.0
138.0,90.6899,78.5833,30.0,9.0,22.0,9.0
139.0,78.5833,90.6899,30.0,9.0,22.0,9.0
140.0,64.8769,100.9504,10.0,3.0,8.0,3.0
141.0,49.8498,109.1558,10.0,3.0,8.0,3.0
142.0,33.8079,115.1392,30.0,6.0,25.0,8.0
143.0,17.0778,118.7786,30.0,4.0,27.0,7.0
144.0,0.0,120.0,10.0,1.0,10.0,1.0
145.0,-17.0778,118.7786,10.0,2.0,9.0,2.0
146.0,-33.8079,115.1392,30.0,6.0,25.0,8.0
